Gene	Long_Over3Years	Short_Under3Years	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative	fdr
SPTA1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
TCHH	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
TCHHL1	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
THEM4	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
THEM5	7	8	0.12962963	0.101265823	0.052317927	0.590461049	1	-1	0.13759919	2-sample test for equality of proportions with continuity correction	less	0.709003419
ABCA6	12	15	0.222222222	0.189873418	0.05568949	0.593278314	1	-1	0.165952866	2-sample test for equality of proportions with continuity correction	less	0.711256589
ABCA9	12	15	0.222222222	0.189873418	0.05568949	0.593278314	1	-1	0.165952866	2-sample test for equality of proportions with continuity correction	less	0.711256589
GGNBP2	12	15	0.222222222	0.189873418	0.05568949	0.593278314	1	-1	0.165952866	2-sample test for equality of proportions with continuity correction	less	0.711256589
MIR4524B	12	15	0.222222222	0.189873418	0.05568949	0.593278314	1	-1	0.165952866	2-sample test for equality of proportions with continuity correction	less	0.711256589
TMEM132E	12	15	0.222222222	0.189873418	0.05568949	0.593278314	1	-1	0.165952866	2-sample test for equality of proportions with continuity correction	less	0.711256589
EIF3H	19	25	0.351851852	0.316455696	0.056846211	0.594224041	1	-1	0.188221988	2-sample test for equality of proportions with continuity correction	less	0.711938788
TBX2	19	25	0.351851852	0.316455696	0.056846211	0.594224041	1	-1	0.188221988	2-sample test for equality of proportions with continuity correction	less	0.711938788
AMZ2	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
BZRAP1	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
DERL1	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
MIR142	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
MIR4736	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
NDUFB9	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
RNY4P5	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
TATDN1	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
TMEM65	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
WDYHV1	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
ZHX2	17	22	0.314814815	0.278481013	0.066607766	0.601829271	1	-1	0.184921313	2-sample test for equality of proportions with continuity correction	less	0.718545371
MIR4733	10	12	0.185185185	0.151898734	0.072774467	0.60633041	1	-1	0.158291498	2-sample test for equality of proportions with continuity correction	less	0.723005978
OMG	10	12	0.185185185	0.151898734	0.072774467	0.60633041	1	-1	0.158291498	2-sample test for equality of proportions with continuity correction	less	0.723005978
RFFL	10	12	0.185185185	0.151898734	0.072774467	0.60633041	1	-1	0.158291498	2-sample test for equality of proportions with continuity correction	less	0.723005978
SLC35G3	10	12	0.185185185	0.151898734	0.072774467	0.60633041	1	-1	0.158291498	2-sample test for equality of proportions with continuity correction	less	0.723005978
PLEKHM1P	15	19	0.277777778	0.240506329	0.079250159	0.610841923	1	-1	0.180559431	2-sample test for equality of proportions with continuity correction	less	0.728155934
PLD1	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
PP13439	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
RN7SL141P	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
RPS3	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
SNORD15A	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
SNORD15B	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
snoU13|ENSG00000238359.1	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
TMEM212	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
TPRG1	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
WNT11	5	5	0.092592593	0.063291139	0.086743594	0.615820722	1	-1	0.123883208	2-sample test for equality of proportions with continuity correction	less	0.728944217
PPM1E	20	26	0.37037037	0.329113924	0.093407542	0.62005547	1	-1	0.195572969	2-sample test for equality of proportions with continuity correction	less	0.728944217
RN7SL826P	20	26	0.37037037	0.329113924	0.093407542	0.62005547	1	-1	0.195572969	2-sample test for equality of proportions with continuity correction	less	0.728944217
SLC30A8	20	26	0.37037037	0.329113924	0.093407542	0.62005547	1	-1	0.195572969	2-sample test for equality of proportions with continuity correction	less	0.728944217
ADAM9	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
ADAR	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
ADRB3	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
AQP10	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
ASH2L	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
BAG4	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
C1orf111	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
C1orf189	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
C1orf192	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
C1orf226	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
C1orf43	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
CHRNB2	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
CREB3L4	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
CRTC2	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
DENND4B	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
EIF4EBP1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
FKBP10	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
GATAD2B	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
GOT1L1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
HAX1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
JTB	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
KLHL10	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
LEPREL4	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
LSM1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
MIR181A1HG	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
MIR190B	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
MIR556	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
MIR5698	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
MPZ	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
NR5A2	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
NT5C3B	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
NUP210L	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
RAB13	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
RN7SL431P	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
RN7SL709P	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
RN7SL871P	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
RPS27	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
SDHC	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
SH2D1B	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
SHE	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
SLC39A1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
SNORA58|ENSG00000201129.1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
SNORD59|ENSG00000252682.1	8	9	0.148148148	0.113924051	0.099921314	0.62403796	1	-1	0.148706776	2-sample test for equality of proportions with continuity correction	less	0.728944217
